animal_id,timestamp,temperature,Fxa,Mya,Rza,Sxg,Lyg,Dzg
A001,2025-10-30 09:05:00,38.66,0.522,0.289,1.057,2.105,0.792,0.833
A001,2025-10-30 09:06:00,38.53,0.729,0.33,1.038,1.312,1.633,0.843
A001,2025-10-30 09:07:00,38.77,1.235,0.241,1.031,1.339,0.657,0.918
A001,2025-10-30 09:08:00,38.53,0.499,0.325,0.947,1.503,1.197,1.526
A001,2025-10-30 09:09:00,38.66,0.511,0.381,0.929,0.874,1.481,0.793
A001,2025-10-30 09:10:00,38.63,0.757,0.333,0.924,1.542,1.367,1.11
A001,2025-10-30 09:11:00,38.66,0.542,0.22,0.976,0.892,1.552,1.473
A001,2025-10-30 09:12:00,38.7,0.792,0.364,0.855,1.982,0.752,1.459
A001,2025-10-30 09:13:00,38.76,0.664,0.097,0.985,1.79,0.897,0.998
A001,2025-10-30 09:14:00,38.61,0.839,0.14,0.952,1.97,1.276,1.211
A001,2025-10-30 09:15:00,38.77,0.96,0.228,1.014,1.815,1.511,1.446
A001,2025-10-30 09:16:00,38.63,0.384,0.275,0.832,1.107,1.288,0.83
A001,2025-10-30 09:17:00,38.76,0.588,0.419,1.085,1.829,1.191,0.76
A001,2025-10-30 09:18:00,38.65,0.558,0.158,0.92,2.179,0.54,1.134
A001,2025-10-30 09:19:00,38.73,0.481,0.361,0.923,0.687,1.084,0.997
A001,2025-10-30 09:20:00,38.62,0.868,0.186,0.891,1.613,0.974,1.675
A001,2025-10-30 09:21:00,38.7,0.496,0.282,0.962,1.428,1.045,1.015
A001,2025-10-30 09:22:00,38.65,0.65,0.076,0.969,1.407,1.322,1.325
A001,2025-10-30 09:23:00,38.68,0.994,0.138,0.774,2.1,1.549,1.291
A001,2025-10-30 09:24:00,38.7,0.289,0.142,0.828,1.435,1.54,0.841
A001,2025-10-30 09:25:00,38.66,0.564,0.116,1.032,1.661,1.039,0.823
A001,2025-10-30 09:26:00,38.77,0.62,0.133,0.975,1.662,1.037,1.365
A001,2025-10-30 09:27:00,38.79,0.934,0.052,0.736,1.638,0.932,0.947
A001,2025-10-30 09:28:00,38.55,0.788,0.33,0.936,0.953,0.678,0.926
A001,2025-10-30 09:29:00,38.71,0.534,0.306,0.88,1.36,0.87,1.051
A001,2025-10-30 09:30:00,38.63,0.251,-0.032,1.023,1.628,1.008,1.269
A001,2025-10-30 09:31:00,38.76,0.538,0.383,0.846,2.332,1.394,1.139
A001,2025-10-30 09:32:00,38.73,1.01,0.272,0.987,1.749,1.823,1.334
A001,2025-10-30 09:33:00,38.58,0.883,0.342,0.929,1.259,1.268,0.99
A001,2025-10-30 09:34:00,38.54,0.455,0.174,0.892,0.841,0.634,0.688
A001,2025-10-30 09:35:00,38.63,0.697,0.382,0.828,2.359,1.001,1.254
A001,2025-10-30 09:36:00,38.76,0.829,0.365,0.993,0.635,1.079,0.579
A001,2025-10-30 09:37:00,38.6,0.577,0.192,1.079,2.168,0.788,1.237
A001,2025-10-30 09:38:00,38.63,0.956,0.367,0.925,1.83,1.483,0.953
A001,2025-10-30 09:39:00,38.65,0.607,0.243,0.83,1.556,1.339,1.479
A001,2025-10-30 09:40:00,38.75,0.672,0.271,0.915,1.0,1.216,0.716
A001,2025-10-30 09:41:00,38.65,0.638,0.271,1.207,1.802,1.39,0.487
A001,2025-10-30 09:42:00,38.78,0.85,0.231,1.003,1.683,0.93,0.5
A001,2025-10-30 09:43:00,38.76,0.646,0.431,0.855,1.36,0.821,0.978
A001,2025-10-30 09:44:00,38.59,0.848,0.439,1.001,1.664,1.569,1.099
A001,2025-10-30 09:45:00,38.87,0.829,0.037,0.892,2.321,0.761,0.992
A001,2025-10-30 09:46:00,38.84,0.937,0.255,0.936,1.591,1.573,1.028
A001,2025-10-30 09:47:00,38.74,1.041,0.391,1.017,1.839,1.124,0.378
A001,2025-10-30 09:48:00,38.65,0.123,0.244,0.784,1.718,1.252,1.42
A001,2025-10-30 09:49:00,38.69,0.698,0.158,0.903,1.824,1.194,0.798
A001,2025-10-30 09:50:00,38.73,0.567,0.235,0.814,1.298,1.054,1.239
A001,2025-10-30 09:51:00,38.54,0.828,0.135,0.916,1.868,1.233,0.77
A001,2025-10-30 09:52:00,38.69,0.381,0.281,0.859,1.989,1.055,1.034
A001,2025-10-30 09:53:00,38.8,0.615,0.265,0.942,2.179,1.358,0.901
A001,2025-10-30 09:54:00,38.65,0.309,-0.041,1.036,0.952,0.857,0.957
A001,2025-10-30 09:55:00,38.8,0.515,0.284,0.852,1.378,0.576,0.717
A001,2025-10-30 09:56:00,38.6,0.323,0.17,1.003,1.26,1.44,1.239
A001,2025-10-30 09:57:00,38.72,0.677,0.28,0.948,2.245,1.419,1.258
A001,2025-10-30 09:58:00,38.75,0.57,0.228,0.903,2.274,1.705,1.485
A001,2025-10-30 09:59:00,38.69,0.072,0.319,0.973,1.371,1.565,0.436
A001,2025-10-30 10:00:00,38.72,0.682,0.18,0.88,2.248,0.9,0.657
A001,2025-10-30 10:01:00,38.76,0.445,0.218,1.008,1.535,0.922,0.646
A001,2025-10-30 10:02:00,38.67,0.854,0.26,0.948,1.079,0.634,0.761
A001,2025-10-30 10:03:00,38.79,0.827,0.381,0.835,2.353,1.462,1.48
A001,2025-10-30 10:04:00,38.74,0.424,0.156,0.904,1.713,1.353,1.089
A001,2025-10-30 10:05:00,38.82,0.462,0.219,0.956,1.333,0.709,1.057
A001,2025-10-30 10:06:00,38.63,0.31,0.248,0.975,1.099,1.15,0.895
A001,2025-10-30 10:07:00,38.62,0.905,0.511,0.815,1.891,1.042,1.535
A001,2025-10-30 10:08:00,38.78,0.548,0.289,0.933,2.274,0.635,0.537
A001,2025-10-30 10:09:00,38.73,0.129,0.326,0.853,2.054,1.187,1.513
A001,2025-10-30 10:10:00,38.83,0.309,0.19,1.05,1.143,0.795,1.14
A001,2025-10-30 10:11:00,38.71,0.578,0.311,0.998,2.202,1.229,1.224
A001,2025-10-30 10:12:00,38.8,0.485,0.131,0.883,1.758,1.541,0.74
A001,2025-10-30 10:13:00,38.77,0.529,0.499,0.957,1.794,1.601,0.663
A001,2025-10-30 10:14:00,38.6,0.677,0.434,0.942,2.072,1.474,1.481
A001,2025-10-30 10:15:00,38.82,0.781,0.273,0.956,1.978,1.194,1.287
A001,2025-10-30 10:16:00,38.68,0.45,0.48,0.899,1.321,1.148,0.755
A001,2025-10-30 10:17:00,38.55,0.12,0.201,1.049,1.787,1.584,0.47
A001,2025-10-30 10:18:00,38.67,0.396,0.192,0.93,1.314,1.837,0.828
A001,2025-10-30 10:19:00,38.63,0.522,0.367,1.037,1.307,1.4,0.993
A001,2025-10-30 10:20:00,38.74,0.71,0.14,1.027,1.554,1.932,1.497
A001,2025-10-30 10:21:00,38.76,0.259,0.236,0.944,1.216,1.071,0.639
A001,2025-10-30 10:22:00,38.8,0.458,0.249,0.877,1.57,1.293,0.938
A001,2025-10-30 10:23:00,38.74,0.33,0.079,0.993,2.023,1.036,1.3
A001,2025-10-30 10:24:00,38.75,0.344,0.221,0.959,1.318,1.721,1.01
A001,2025-10-30 10:25:00,38.76,0.641,0.368,0.979,1.295,1.292,0.312
A001,2025-10-30 10:26:00,38.72,0.522,0.345,0.804,1.803,1.142,1.343
A001,2025-10-30 10:27:00,38.68,0.297,0.258,0.967,1.797,1.157,0.119
A001,2025-10-30 10:28:00,38.64,0.79,0.307,1.109,0.745,1.202,1.135
A001,2025-10-30 10:29:00,38.71,0.333,0.219,1.07,1.28,0.997,1.349
A001,2025-10-30 10:30:00,38.64,0.619,0.466,0.968,1.499,1.27,1.42
A001,2025-10-30 10:31:00,38.78,0.858,0.282,1.066,1.98,0.608,1.264
A001,2025-10-30 10:32:00,38.72,0.362,0.16,1.02,1.563,0.987,0.915
A001,2025-10-30 10:33:00,38.77,0.221,0.183,0.995,1.8,1.228,1.508
A001,2025-10-30 10:34:00,38.62,0.723,0.383,0.936,1.587,1.262,1.262
A001,2025-10-30 10:35:00,38.88,0.378,0.297,0.913,1.284,1.722,0.776
A001,2025-10-30 10:36:00,38.68,0.688,0.421,0.858,1.525,1.223,1.662
A001,2025-10-30 10:37:00,38.73,0.577,0.092,0.967,1.235,1.43,1.09
A001,2025-10-30 10:38:00,38.66,0.946,0.176,0.96,1.759,1.137,1.57
A001,2025-10-30 10:39:00,38.75,0.849,-0.026,0.901,1.972,0.867,0.723
A001,2025-10-30 10:40:00,38.67,0.511,0.361,1.036,1.335,1.26,1.269
A001,2025-10-30 10:41:00,38.76,0.437,0.141,0.746,1.651,1.745,1.065
A001,2025-10-30 10:42:00,38.74,0.534,0.133,0.931,2.571,0.643,1.449
A001,2025-10-30 10:43:00,38.71,0.355,0.397,0.997,1.655,0.663,1.125
A001,2025-10-30 10:44:00,38.83,0.403,0.316,0.958,1.897,1.043,0.799
A001,2025-10-30 10:45:00,38.72,0.477,0.264,1.014,1.224,1.28,1.351
A001,2025-10-30 10:46:00,38.61,0.685,0.13,0.936,1.859,1.133,0.304
A001,2025-10-30 10:47:00,38.75,0.961,0.379,0.962,1.833,1.055,1.16
A001,2025-10-30 10:48:00,38.84,0.683,0.398,1.073,1.339,1.032,1.211
A001,2025-10-30 10:49:00,38.64,0.343,0.097,0.965,1.909,1.227,2.018
A001,2025-10-30 10:50:00,38.66,0.367,0.168,0.812,2.175,1.152,0.984
A001,2025-10-30 10:51:00,38.72,0.786,0.042,1.026,1.744,1.787,0.979
A001,2025-10-30 10:52:00,38.57,0.948,0.23,0.93,1.99,0.89,1.213
A001,2025-10-30 10:53:00,38.73,0.427,0.22,1.016,1.335,0.575,0.811
A001,2025-10-30 10:54:00,38.61,0.368,0.32,0.968,1.787,1.266,0.854
A001,2025-10-30 10:55:00,38.7,0.957,0.269,0.903,1.0,1.227,0.745
A001,2025-10-30 10:56:00,38.71,0.861,0.097,1.095,1.379,1.296,0.649
A001,2025-10-30 10:57:00,38.49,0.725,0.172,0.722,1.545,0.854,1.101
A001,2025-10-30 10:58:00,38.67,0.557,0.293,0.998,1.305,1.483,0.796
A001,2025-10-30 10:59:00,38.7,0.799,-0.015,0.962,1.114,1.377,0.818
A001,2025-10-30 11:00:00,39.5,0.144,0.073,0.902,0.736,0.714,0.826
A001,2025-10-30 11:01:00,39.37,0.211,0.04,0.844,1.15,0.664,0.758
A001,2025-10-30 11:02:00,39.5,0.071,0.056,0.912,1.079,0.62,0.511
A001,2025-10-30 11:03:00,39.49,0.224,0.03,0.837,0.751,0.61,0.379
A001,2025-10-30 11:04:00,39.66,0.108,0.051,0.884,0.716,0.533,0.666
A001,2025-10-30 11:05:00,39.46,0.148,0.082,0.977,1.515,0.277,0.439
A001,2025-10-30 11:06:00,39.53,0.119,-0.019,0.848,0.675,0.336,0.843
A001,2025-10-30 11:07:00,39.56,0.225,0.042,0.837,1.069,0.323,0.64
A001,2025-10-30 11:08:00,39.48,0.138,0.055,0.838,0.728,0.33,0.619
A001,2025-10-30 11:09:00,39.6,-0.006,0.046,0.843,1.196,0.409,0.453
A001,2025-10-30 11:10:00,39.56,0.169,0.054,0.958,0.647,0.783,0.587
A001,2025-10-30 11:11:00,39.48,0.165,0.064,0.917,0.861,0.487,1.015
A001,2025-10-30 11:12:00,39.6,0.145,0.121,0.848,0.829,0.76,0.769
A001,2025-10-30 11:13:00,39.56,0.133,0.046,0.869,0.861,0.394,0.35
A001,2025-10-30 11:14:00,39.63,0.048,0.066,0.885,1.254,0.531,0.395
A001,2025-10-30 11:15:00,39.69,0.12,0.033,0.873,0.772,0.779,0.61
A001,2025-10-30 11:16:00,39.65,0.083,-0.008,0.912,0.757,0.475,0.497
A001,2025-10-30 11:17:00,39.52,0.028,0.061,0.921,0.921,0.733,0.629
A001,2025-10-30 11:18:00,39.6,0.139,0.085,0.874,1.051,0.637,0.648
A001,2025-10-30 11:19:00,39.65,0.167,0.041,0.909,1.198,0.768,0.898
A001,2025-10-30 11:20:00,39.58,0.187,0.04,0.887,1.002,0.486,0.895
A001,2025-10-30 11:21:00,39.48,0.079,0.097,0.831,0.795,0.558,0.326
A001,2025-10-30 11:22:00,39.56,0.154,0.129,0.836,0.919,0.417,0.81
A001,2025-10-30 11:23:00,39.74,0.091,0.101,0.921,0.57,0.528,0.512
A001,2025-10-30 11:24:00,39.56,0.06,0.017,0.915,1.074,0.532,0.861
A001,2025-10-30 11:25:00,39.74,0.088,0.106,0.871,1.059,0.569,0.509
A001,2025-10-30 11:26:00,39.61,0.121,0.114,0.929,0.532,0.592,0.552
A001,2025-10-30 11:27:00,39.64,0.135,-0.02,0.94,1.2,0.609,0.554
A001,2025-10-30 11:28:00,39.74,0.102,0.017,0.835,0.898,0.484,0.484
A001,2025-10-30 11:29:00,39.36,0.135,0.038,0.872,0.695,0.517,0.607
A001,2025-10-30 11:30:00,39.61,0.172,0.005,0.965,0.637,0.441,0.265
A001,2025-10-30 11:31:00,39.79,0.103,0.044,0.941,1.308,0.449,1.053
A001,2025-10-30 11:32:00,39.4,0.148,0.028,0.878,0.965,0.75,0.342
A001,2025-10-30 11:33:00,39.52,0.144,0.057,0.904,0.46,0.637,0.584
A001,2025-10-30 11:34:00,39.68,0.142,0.01,0.937,0.888,0.385,0.782
A001,2025-10-30 11:35:00,39.69,0.205,0.034,0.864,0.973,0.214,0.735
A001,2025-10-30 11:36:00,39.55,0.142,0.035,0.898,1.259,0.629,0.573
A001,2025-10-30 11:37:00,39.4,0.074,0.065,0.901,1.026,0.552,0.502
A001,2025-10-30 11:38:00,39.5,0.167,0.09,0.903,0.894,0.705,0.432
A001,2025-10-30 11:39:00,39.67,0.091,0.062,0.859,0.565,0.632,0.53
A001,2025-10-30 11:40:00,39.37,0.156,0.041,0.889,1.037,0.554,0.682
A001,2025-10-30 11:41:00,39.75,0.069,0.055,0.898,0.85,0.26,0.654
A001,2025-10-30 11:42:00,39.55,0.104,0.008,0.909,0.97,0.512,0.708
A001,2025-10-30 11:43:00,39.75,0.292,0.054,0.857,1.158,0.559,0.537
A001,2025-10-30 11:44:00,39.58,0.277,-0.012,0.858,0.955,0.805,0.557
A001,2025-10-30 11:45:00,39.66,-0.023,0.053,0.892,1.468,0.628,0.43
A001,2025-10-30 11:46:00,39.74,0.186,-0.002,0.854,0.855,0.444,0.685
A001,2025-10-30 11:47:00,39.59,0.083,0.101,0.866,0.922,0.707,0.491
A001,2025-10-30 11:48:00,39.43,0.066,0.11,0.867,1.004,0.35,0.663
A001,2025-10-30 11:49:00,39.75,0.114,0.113,0.957,0.865,0.437,0.582
A001,2025-10-30 11:50:00,39.66,0.108,0.078,0.868,0.892,0.639,0.542
A001,2025-10-30 11:51:00,39.59,0.123,0.054,0.907,0.694,0.314,0.448
A001,2025-10-30 11:52:00,39.69,0.213,0.101,0.811,0.887,0.729,0.643
A001,2025-10-30 11:53:00,39.46,0.174,0.052,0.844,0.984,0.794,0.464
A001,2025-10-30 11:54:00,39.6,0.088,0.042,0.932,0.841,0.656,0.511
A001,2025-10-30 11:55:00,39.5,0.098,0.06,0.866,1.01,0.331,0.787
A001,2025-10-30 11:56:00,39.52,0.027,0.038,0.877,1.126,0.966,0.435
A001,2025-10-30 11:57:00,39.49,0.097,0.045,0.908,1.013,0.311,0.265
A001,2025-10-30 11:58:00,39.63,0.148,0.086,0.923,0.319,0.666,1.028
A001,2025-10-30 11:59:00,39.64,0.105,0.07,0.872,0.995,0.238,0.466
A001,2025-10-30 12:00:00,39.58,0.064,0.009,0.814,1.057,0.564,0.549
A001,2025-10-30 12:01:00,39.68,0.172,0.053,0.792,1.139,0.944,0.643
A001,2025-10-30 12:02:00,39.81,0.16,-0.006,0.901,1.073,0.451,0.66
A001,2025-10-30 12:03:00,39.43,0.135,0.013,0.933,0.976,0.773,0.792
A001,2025-10-30 12:04:00,39.66,0.056,0.004,0.855,0.746,0.61,0.59
A001,2025-10-30 12:05:00,39.56,0.132,0.116,0.867,1.078,0.397,0.701
A001,2025-10-30 12:06:00,39.62,0.12,-0.018,0.915,0.995,0.551,0.415
A001,2025-10-30 12:07:00,39.6,0.238,0.043,0.792,1.004,0.629,0.477
A001,2025-10-30 12:08:00,39.79,0.165,0.045,0.892,0.652,0.499,0.546
A001,2025-10-30 12:09:00,39.58,0.196,0.005,0.847,1.219,0.463,0.632
A001,2025-10-30 12:10:00,39.76,0.187,0.073,0.85,0.993,0.526,0.508
A001,2025-10-30 12:11:00,39.68,0.11,0.036,0.817,0.722,0.61,0.623
A001,2025-10-30 12:12:00,39.43,0.103,-0.004,0.858,0.619,0.604,0.842
A001,2025-10-30 12:13:00,39.84,0.224,0.014,0.895,0.693,0.191,0.681
A001,2025-10-30 12:14:00,39.8,0.111,0.035,0.927,0.724,0.791,0.683
A001,2025-10-30 12:15:00,39.55,0.065,-0.003,0.818,1.346,0.509,0.821
A001,2025-10-30 12:16:00,39.69,0.112,0.023,0.855,1.43,0.294,0.344
A001,2025-10-30 12:17:00,39.76,0.168,0.039,0.935,0.992,0.53,0.482
A001,2025-10-30 12:18:00,39.47,0.192,0.106,0.935,0.887,0.598,0.577
A001,2025-10-30 12:19:00,39.64,0.13,0.055,0.872,0.934,0.324,0.294
A001,2025-10-30 12:20:00,39.5,-0.006,0.04,0.879,0.952,0.085,0.54
A001,2025-10-30 12:21:00,39.69,0.035,0.05,0.896,1.003,0.615,0.746
A001,2025-10-30 12:22:00,39.52,0.151,0.038,0.849,0.915,0.417,0.529
A001,2025-10-30 12:23:00,39.52,0.127,0.033,0.857,0.622,0.492,0.442
A001,2025-10-30 12:24:00,39.54,0.024,0.021,0.967,1.333,0.725,0.459
A001,2025-10-30 12:25:00,39.87,0.189,0.003,0.852,1.195,0.772,0.394
A001,2025-10-30 12:26:00,39.49,0.084,0.021,0.897,0.944,0.709,0.717
A001,2025-10-30 12:27:00,39.53,0.052,0.015,0.848,0.988,0.668,0.787
A001,2025-10-30 12:28:00,39.51,0.088,0.023,0.888,1.084,0.254,0.488
A001,2025-10-30 12:29:00,39.58,0.1,0.035,0.881,1.163,0.578,0.674
A001,2025-10-30 12:30:00,39.62,0.19,0.01,0.893,0.929,0.679,0.668
A001,2025-10-30 12:31:00,39.49,0.128,0.014,0.902,0.675,0.329,0.2
A001,2025-10-30 12:32:00,39.41,0.237,0.031,0.894,0.65,0.75,0.74
A001,2025-10-30 12:33:00,39.46,0.103,0.06,0.877,1.036,0.577,0.634
A001,2025-10-30 12:34:00,39.46,0.058,0.076,0.873,1.143,0.531,0.328
A001,2025-10-30 12:35:00,39.64,0.214,0.039,0.902,1.022,0.646,0.66
A001,2025-10-30 12:36:00,39.32,0.008,-0.013,0.872,0.369,0.58,0.769
A001,2025-10-30 12:37:00,39.7,0.296,0.059,0.87,0.917,0.257,0.66
A001,2025-10-30 12:38:00,39.67,0.057,0.078,0.863,1.45,0.3,0.72
A001,2025-10-30 12:39:00,39.56,0.109,0.101,0.914,0.942,0.024,0.786
A001,2025-10-30 12:40:00,39.62,0.109,0.027,0.929,1.17,0.575,0.635
A001,2025-10-30 12:41:00,39.67,0.221,0.05,0.788,1.1,0.669,0.303
A001,2025-10-30 12:42:00,39.64,0.074,0.015,0.893,1.441,0.39,0.688
A001,2025-10-30 12:43:00,39.41,0.107,0.049,0.854,0.605,0.348,0.584
A001,2025-10-30 12:44:00,39.75,0.121,0.056,0.926,1.006,0.479,0.685
A001,2025-10-30 12:45:00,39.66,0.141,0.022,0.801,0.819,0.825,0.756
A001,2025-10-30 12:46:00,39.66,0.148,0.119,0.848,0.916,1.118,0.786
A001,2025-10-30 12:47:00,39.51,0.153,0.033,0.927,0.835,0.371,0.581
A001,2025-10-30 12:48:00,39.64,0.14,0.004,0.834,1.096,0.322,0.433
A001,2025-10-30 12:49:00,39.59,0.086,0.039,0.841,1.179,0.704,0.402
A001,2025-10-30 12:50:00,39.65,0.163,-0.02,0.887,0.845,0.635,0.357
A001,2025-10-30 12:51:00,39.55,0.127,0.115,0.953,0.562,0.507,0.236
A001,2025-10-30 12:52:00,39.63,0.155,0.088,0.858,1.036,0.236,0.449
A001,2025-10-30 12:53:00,39.54,0.23,0.042,0.854,0.616,0.851,0.402
A001,2025-10-30 12:54:00,39.69,0.106,0.019,0.881,0.473,0.596,0.874
A001,2025-10-30 12:55:00,39.43,0.211,0.019,0.878,0.952,0.21,0.357
A001,2025-10-30 12:56:00,39.51,0.235,0.094,0.874,1.145,0.528,0.471
A001,2025-10-30 12:57:00,39.69,0.032,0.034,0.934,0.826,0.664,0.362
A001,2025-10-30 12:58:00,39.65,0.123,0.061,0.933,0.874,0.374,0.342
A001,2025-10-30 12:59:00,39.78,0.135,0.075,0.86,1.209,0.473,0.88
A001,2025-10-30 13:00:00,39.62,0.125,0.057,0.95,1.512,0.429,0.394
A001,2025-10-30 13:01:00,39.57,0.127,0.062,0.91,0.59,0.37,0.687
A001,2025-10-30 13:02:00,39.75,0.13,0.039,0.839,0.962,0.527,0.464
A001,2025-10-30 13:03:00,39.51,0.213,0.062,0.897,0.657,0.507,0.76
A001,2025-10-30 13:04:00,39.46,0.124,0.087,0.89,0.674,0.672,0.153
A001,2025-10-30 13:05:00,39.49,0.146,0.067,0.902,0.315,0.65,0.573
A001,2025-10-30 13:06:00,39.53,-0.023,0.062,0.871,0.459,0.395,0.581
A001,2025-10-30 13:07:00,39.65,0.024,0.081,0.905,0.732,0.361,0.614
A001,2025-10-30 13:08:00,39.68,0.103,0.074,0.931,1.241,0.532,0.335
A001,2025-10-30 13:09:00,39.65,0.138,0.066,0.905,1.077,0.475,0.77
A001,2025-10-30 13:10:00,39.56,0.081,-0.005,0.858,1.332,0.241,0.898
A001,2025-10-30 13:11:00,39.74,0.093,0.103,0.847,0.707,0.293,0.848
A001,2025-10-30 13:12:00,39.64,0.09,0.09,0.894,1.202,0.852,0.793
A001,2025-10-30 13:13:00,39.53,0.2,0.038,0.924,0.801,0.572,0.282
A001,2025-10-30 13:14:00,39.66,0.015,0.074,0.873,1.221,0.408,0.702
A001,2025-10-30 13:15:00,39.5,0.004,0.078,0.809,0.464,0.412,0.775
A001,2025-10-30 13:16:00,39.69,0.141,0.038,0.918,1.381,0.677,0.521
A001,2025-10-30 13:17:00,39.71,0.078,0.08,0.877,0.899,0.528,0.62
A001,2025-10-30 13:18:00,39.45,0.011,0.007,0.855,0.698,0.44,0.986
A001,2025-10-30 13:19:00,39.68,0.115,0.073,0.882,0.961,0.319,0.422
A001,2025-10-30 13:20:00,39.76,0.061,0.063,0.894,0.489,0.901,0.311
A001,2025-10-30 13:21:00,39.57,0.071,0.095,0.859,0.827,0.742,0.546
A001,2025-10-30 13:22:00,39.39,0.125,0.006,0.855,0.942,0.385,0.694
A001,2025-10-30 13:23:00,39.6,0.124,0.035,0.925,0.703,0.787,0.734
A001,2025-10-30 13:24:00,39.63,-0.025,0.064,0.847,0.505,0.406,1.149
A001,2025-10-30 13:25:00,39.56,0.143,0.068,0.874,1.05,0.779,0.45
A001,2025-10-30 13:26:00,39.6,0.054,0.075,0.855,0.865,0.476,0.583
A001,2025-10-30 13:27:00,39.77,0.107,-0.014,0.885,1.219,0.728,0.525
A001,2025-10-30 13:28:00,39.38,0.012,0.031,0.924,0.658,0.649,0.609
A001,2025-10-30 13:29:00,39.66,0.111,0.057,0.9,0.799,0.431,0.373
A001,2025-10-30 13:30:00,39.46,0.067,0.093,0.845,0.589,0.559,0.349
A001,2025-10-30 13:31:00,39.58,0.128,0.082,0.862,1.106,0.481,0.511
A001,2025-10-30 13:32:00,39.6,0.081,0.045,0.867,0.857,0.57,0.58
A001,2025-10-30 13:33:00,39.6,0.084,0.021,0.9,0.818,0.612,1.129
A001,2025-10-30 13:34:00,39.58,0.147,0.069,0.889,0.891,0.925,0.596
A001,2025-10-30 13:35:00,39.71,0.243,0.043,0.964,0.766,0.706,0.242
A001,2025-10-30 13:36:00,39.59,0.058,-0.001,0.841,1.05,0.383,0.47
A001,2025-10-30 13:37:00,39.43,0.124,0.097,0.887,0.978,0.425,0.599
A001,2025-10-30 13:38:00,39.59,0.1,0.067,0.905,1.01,0.538,0.73
A001,2025-10-30 13:39:00,39.79,0.137,0.072,0.852,1.043,0.854,0.752
A001,2025-10-30 13:40:00,39.68,0.116,0.034,0.967,0.655,0.693,0.73
A001,2025-10-30 13:41:00,39.51,0.187,0.046,0.84,1.401,0.336,0.647
A001,2025-10-30 13:42:00,39.73,0.114,0.031,0.92,0.393,0.343,0.494
A001,2025-10-30 13:43:00,39.74,0.153,0.05,0.784,0.532,0.161,0.532
A001,2025-10-30 13:44:00,39.61,0.096,0.051,0.896,0.942,0.422,0.833
A001,2025-10-30 13:45:00,39.86,0.234,0.064,0.87,1.138,0.543,0.774
A001,2025-10-30 13:46:00,39.49,0.124,0.078,0.777,0.799,0.809,0.783
A001,2025-10-30 13:47:00,39.54,0.147,0.07,0.801,0.691,0.885,0.869
A001,2025-10-30 13:48:00,39.48,0.159,0.065,0.911,0.858,0.389,0.838
A001,2025-10-30 13:49:00,39.59,0.12,0.057,0.901,1.127,0.594,0.498
A001,2025-10-30 13:50:00,39.65,0.16,0.076,0.919,0.813,0.786,0.456
A001,2025-10-30 13:51:00,39.52,0.125,0.026,0.861,1.109,0.373,0.479
A001,2025-10-30 13:52:00,39.64,0.244,0.04,0.845,0.969,0.712,0.617
A001,2025-10-30 13:53:00,39.51,0.173,0.06,0.958,1.121,0.821,0.848
A001,2025-10-30 13:54:00,39.55,0.087,0.053,0.881,1.033,0.48,0.382
A001,2025-10-30 13:55:00,39.37,0.239,0.021,0.878,0.971,0.537,1.014
A001,2025-10-30 13:56:00,39.45,0.16,0.018,0.877,0.974,0.438,0.713
A001,2025-10-30 13:57:00,39.78,0.203,0.052,0.847,1.131,0.488,0.659
A001,2025-10-30 13:58:00,39.68,0.226,0.032,0.849,1.268,0.273,0.869
A001,2025-10-30 13:59:00,39.48,0.125,0.057,0.891,0.962,0.493,0.637
A001,2025-10-30 14:00:00,38.55,0.159,0.006,0.828,1.039,0.439,0.946
A001,2025-10-30 14:01:00,38.58,0.299,-0.004,0.934,0.574,0.494,0.719
A001,2025-10-30 14:02:00,38.52,0.152,0.101,0.945,0.981,0.311,0.545
A001,2025-10-30 14:03:00,38.42,0.171,0.124,0.827,1.533,0.524,0.631
A001,2025-10-30 14:04:00,38.58,0.213,0.052,0.894,0.923,0.398,0.759
A001,2025-10-30 14:05:00,38.51,0.237,0.133,0.806,1.404,0.725,0.302
A001,2025-10-30 14:06:00,38.44,0.148,0.079,0.949,1.526,0.847,0.605
A001,2025-10-30 14:07:00,38.56,0.11,0.077,0.825,0.997,0.096,0.7
A001,2025-10-30 14:08:00,38.53,0.179,-0.034,0.845,1.351,0.473,0.546
A001,2025-10-30 14:09:00,38.5,0.264,0.096,0.978,0.946,0.548,0.453
A001,2025-10-30 14:10:00,38.53,0.262,0.057,0.833,1.012,0.514,0.811
A001,2025-10-30 14:11:00,38.49,0.266,0.07,0.919,0.791,0.573,0.762
A001,2025-10-30 14:12:00,38.43,0.292,0.094,0.852,0.834,0.267,0.953
A001,2025-10-30 14:13:00,38.45,0.196,0.039,0.848,0.932,0.778,0.57
A001,2025-10-30 14:14:00,38.53,0.219,0.066,0.855,1.327,0.657,0.777
A001,2025-10-30 14:15:00,38.57,0.163,0.121,0.922,1.159,0.289,0.369
A001,2025-10-30 14:16:00,38.5,0.286,0.093,0.844,0.941,0.533,0.659
A001,2025-10-30 14:17:00,38.57,0.284,0.073,0.865,1.493,0.08,0.996
A001,2025-10-30 14:18:00,38.52,0.126,0.03,0.887,1.283,0.716,0.769
A001,2025-10-30 14:19:00,38.52,0.05,0.068,0.812,0.891,0.804,0.697
A001,2025-10-30 14:20:00,38.55,0.136,0.024,0.795,0.949,0.26,0.89
